"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)"
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2016*";0,14;0,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2017*";0,14;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2018*";0,14;0,71
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2019*";0,13;0,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Winkelen, boodschappen doen";"Waarde";"2020*";0,14;0,69
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,2;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,19;0,76
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,19;0,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,19;0,72
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,2;0,72
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,21;0,69
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,24;0,72
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,25;0,72
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,25;0,73
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,25;0,68
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,26;0,68
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,28;0,68
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,27;0,68
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,26;0,67
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,27;0,67
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,27;0,67
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,27;0,65
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,27;0,65
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,27;0,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,27;0,65
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,27;0,66
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,14;0,67
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"1999*";0,38;1,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2000*";0,37;1,18
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2001*";0,36;1,2
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2002*";0,35;1,18
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2003*";0,35;1,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2004*";0,35;1,17
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2005*";0,36;1,2
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2006*";0,38;1,24
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2007*";0,37;1,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2008*";0,36;1,18
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2009*";0,38;1,21
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2010*";0,38;1,18
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2011*";0,34;1,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2012*";0,35;1,22
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2013*";0,36;1,19
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2014*";0,36;1,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2015*";0,34;1,27
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2016*";0,33;1,24
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2017*";0,32;1,26
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2018*";0,33;1,28
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2019*";0,31;1,27
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Lopen";"Overige reismotieven";"Waarde";"2020*";0,34;1,55
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"1999*";0,15;11,15
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2000*";0,14;11,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2001*";0,14;11,1
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2002*";0,13;11,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2003*";0,13;11,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2004*";0,13;11,09
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2005*";0,12;12,14
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2006*";0,12;12,29
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2007*";0,11;11,87
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2008*";0,11;11,35
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2009*";0,11;10,84
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2010*";0,1;10,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2011*";0,11;11,7
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2012*";0,1;11,58
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2013*";0,1;11,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2014*";0,1;11,42
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2015*";0,1;11,82
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2016*";0,1;10,81
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2017*";0,1;10,91
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2018*";0,09;11,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2019*";0,09;10,9
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Totaal";"Waarde";"2020*";0,07;7,93
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"1999*";0,06;10,54
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2000*";0,05;10,26
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2001*";0,05;10,46
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2002*";0,05;10,28
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2003*";0,04;10,79
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2004*";0,04;10,49
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2005*";0,04;11,54
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2006*";0,04;11,74
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2007*";0,03;11,71
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2008*";0,03;10,8
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2009*";0,03;10,5
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2010*";0,03;11,16
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2011*";0,03;11,3
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2012*";0,03;10,65
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2013*";0,03;11,32
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2014*";0,03;11,59
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2015*";0,03;11,45
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2016*";0,03;10,92
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2017*";0,03;11,95
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2018*";0,03;11,88
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2019*";0,03;11,4
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2020*";0,02;7,83
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"1999*";0,01;5,1
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2000*";0,01;5,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2001*";0,01;4,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2002*";0,01;4,62
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2003*";0,01;4,92
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2004*";0,01;4,67
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2005*";0,01;4,47
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2006*";0,01;4,42
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2007*";0,01;4,58
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2008*";0,01;3,83
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2009*";0,01;4,29
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2010*";0,01;4,52
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2011*";0,01;4,23
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2012*";0,01;4,06
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2013*";0,01;4,14
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2014*";0,01;4,13
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2015*";0,01;4,19
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2016*";0,01;3,77
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2017*";0,01;3,98
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2018*";0,01;3,94
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2019*";0,01;4,11
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2020*";0,01;3,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,02;10,34
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,02;10,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,02;11,07
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,02;10,95
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,02;11,83
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,02;11,09
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,02;11,61
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,02;11,88
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,02;12,2
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,02;11,58
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,02;11,03
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,02;10,88
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,02;11,4
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,02;10,89
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,02;10,98
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,02;12,08
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,02;11,47
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,02;11,21
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,02;11,39
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,01;10,29
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,02;10,39
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,01;8,38
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"1999*";0,06;12,98
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2000*";0,06;12,81
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2001*";0,06;12,75
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2002*";0,06;12,81
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2003*";0,06;13,76
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2004*";0,05;12,76
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2005*";0,05;14,08
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2006*";0,05;14,25
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2007*";0,05;13,18
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2008*";0,05;13,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2009*";0,05;12,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2010*";0,05;11,53
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2011*";0,05;13,33
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2012*";0,05;13,67
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2013*";0,05;12,54
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2014*";0,05;12,4
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2015*";0,04;13,6
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2016*";0,04;12,01
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2017*";0,04;11,5
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2018*";0,04;12,29
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2019*";0,04;12,46
"Totaal mannen en vrouwen";"18 tot 25 jaar";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2020*";0,03;9,48
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"1999*";2,67;10,3
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2000*";2,62;10,36
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2001*";2,61;10,32
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2002*";2,64;10,4
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2003*";2,65;10,49
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2004*";2,67;10,48
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2005*";2,64;10,56
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2006*";2,67;10,58
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2007*";2,65;10,73
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2008*";2,64;10,62
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2009*";2,68;10,7
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2010*";2,69;10,65
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2011*";2,59;10,89
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2012*";2,64;10,85
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2013*";2,67;10,91
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2014*";2,71;10,96
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2015*";2,62;11,17
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2016*";2,6;11,23
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2017*";2,59;11,38
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2018*";2,68;11,4
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2019*";2,62;11,55
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Totaal";"Waarde";"2020*";2,28;9,53
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"1999*";0,21;12,13
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2000*";0,22;12,23
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2001*";0,23;12,52
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2002*";0,24;12,66
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2003*";0,25;13,01
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2004*";0,28;12,74
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2005*";0,29;13,08
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2006*";0,31;13,27
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2007*";0,33;13,71
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2008*";0,36;13,45
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2009*";0,37;13,69
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2010*";0,41;13,75
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2011*";0,42;13,94
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2012*";0,44;14,09
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2013*";0,47;14,09
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2014*";0,51;14,32
"Totaal mannen en vrouwen";"60 tot 65 jaar";"Totaal";"Van en naar het werk";"Waarde";"2015*";0,52;14,63
